dname2019,d,total2020,ttotal2020,2010,2016,2017,2018,2020,NAME_NORM,Region,District,0-28 DAYS FEMALE,0-28 DAYS MALE,0-28 DAYS TOTAL,10-19 YEARS FEMALE,10-19 YEARS MALE,10-19YRS TOTAL,20+ YRS FEMALE,20+ YRS MALE,20+ YRS TOTAL,5-9YRS FEMALE,5-9YRS MALE,5-9YRS TOTAL,29 DAYS-4YRS FEMALE,29DAYS - 4YRS MALE,29 DAYS - 4YRS TOTAL,0-28 DAYS (B/S & RDT) FEMALE,0-28 DAYS (B/S & RDT) MALE,0-28 DAYS  (B/S & RDT) TOTAL,10-19 YRS (B/S & RDT) FEMALE,10-19 YRS (B/S & RDT) MALE,10-19 YRS  (B/S & RDT) TOTAL,20+  (B/S &RDT) FEMALE,20+ (B/S & RDT) MALE,20 + (B/S & RDT) TOTAL,29DAYS-4YRS (B/S & RDT) FEMALE,29DAYS-4YRS (B/S & RDT) MALE,29DAYS-4 YRS  (B/S & RDT) TOTAL,5-9YRS (B/S & RDT) FEMALE,5-9YRS (B/S & RDT) MALE,5-9YRS (B/S & RDT) TOTAL,TOTAL CASES CONFIRMED(B/S & RDT),0-28 DAYS FEMALE CT,0-28 DAYS MALE  CT,0-28 DAYS TOTAL CT,10-19 YRS FEMALE CT,10-19 YRS MALE  CT,10-19 YRS CT TOTAL,20 + YRS FEMALE CT,20 + YRS  MALE CT,20 + YRS CT TOTAL,29DAYS - 4YRS FEMALE CT,29 DAYS - 4YRS MALE CT,29 DAYS - 4YRS  CT TOTAL,5-9YRS FEMALE CT,5-9YRS MALE CT,5-9YRS CT TOTAL,PREG 10-19YRS,PREG 20 + YRS,TOTAL PREG,TOTAL CASES  FEMALE,TOTAL CASES  MALE,GRAND TOTAL CASES,<5YRS FEMALES TOTAL,<5YRS MALE TOTAL,< 5YRS GRAND TOTAL,AREA(Km2),TOTAL POPULATION,POPULATION DENSITY(People per km2),CORDINATES (LATITUDE ° N),CORDINATES (LONGITUDE ° E),Incidence_Rate,DIST_NORM,local_I,local_z,local_p,lisa_q,lisa_sig,G_z,G_p,G_hot,G_cold
WAKISO,Wakiso,"2,915,200",2915200.0,WAKISO,WAKISO,WAKISO,WAKISO,WAKISO,WAKISO,South Central,Wakiso District,331,308,639,37127,31791,68918,78427,60878,139305,25218,23359,48577,29497,28045,57542,180,172,352,27802,24049,51851,59129,40753,99882,21357,18955,40312,18385,17245,35630,228027,193,188,381,27808,23854,51662,56741,43767,100508,21132,19230,40362,18394,16974,35368,1091,6914,8005.0,141103,144381,285484,29828,28353,58181,1884.0,2753785.676,1461.669679,0.063,32.4467,82.80491905645312,WAKISO,0.417753063973565,1.2396304700143084,0.074,3,False,-0.479437354270288,0.062,False,False
AMOLATAR,Amolatar,"170,100",170100.0,AMOLATAR,AMOLATAR,AMOLATAR,AMOLATAR,AMOLATAR,AMOLATAR,Lango,Amolatar District,0,0,0,8194,5035,13229,9912,4633,14545,4170,3657,7827,3888,3812,7700,0,0,0,8101,4999,13100,9604,4548,14152,3789,3721,7510,4154,3645,7799,42561,0,0,0,7932,4932,12864,9420,4431,13851,3717,3669,7386,4089,3578,7667,310,567,877.0,22276,17137,39413,3888,3812,7700,1163.0,170846.7994,146.9018051,1.6054,32.8084,249.11792406688772,AMOLATAR,-0.09199365439059129,-0.49758855932722545,0.257,2,False,0.2189390709849279,0.227,False,False
LAMWO,Lamwo,"143,800",143800.0,LAMWO,LAMWO,LAMWO,LAMWO,LAMWO,LAMWO,Acholi,Lamwo District,16,20,36,58962,41452,100414,38295,13266,51561,26623,22891,49514,27089,26321,53410,14,20,34,58514,41213,99727,37627,12941,50568,26817,26060,52877,26570,22721,49291,252497,14,20,34,58452,41171,99623,37585,12909,50494,26783,26033,52816,26542,22687,49229,877,2344,3221.0,123896,103950,227846,27105,26341,53446,5588.0,177231.4362,31.71643454,3.491,32.808,1424.673892023677,LAMWO,4.69871962079759,3.237122190346811,0.02,1,True,1.686491228536027,0.019,True,False
KAABONG,Kaabong,"125,400",125400.0,KAABONG,KAABONG,KAABONG,KAABONG,KAABONG,KAABONG,Karamoja,Kaabong District,24,19,43,11411,8101,19512,21115,11821,32936,5983,5119,11102,15451,14652,30103,14,12,26,10820,7673,18493,19082,10536,29618,14708,14001,28709,5782,4829,10611,87457,14,12,26,10615,7531,18146,18637,10520,29157,14375,13668,28043,5654,4726,10380,275,1410,1685.0,38533,39712,78245,15475,14671,30146,4751.0,190691.9549,40.13722478,3.5696,34.242,458.6297311067106,KAABONG,0.029060676076861813,0.2709383842756321,0.31,1,False,0.1634563859900823,0.306,False,False
IGANGA,Iganga,"402,600",402600.0,IGANGA,IGANGA,IGANGA,IGANGA,IGANGA,IGANGA,Busoga,Iganga District,38,28,66,32022,18354,50376,52871,25050,77921,21090,16244,37334,29955,26648,56603,35,23,58,31019,17591,48610,51023,23951,74974,29103,25811,54914,20304,15463,35767,214323,20,13,33,29506,16789,46295,48011,22468,70479,27773,24634,52407,19408,14824,34232,1979,4322,6301.0,106021,86324,192345,29993,26676,56669,633.0,389466.6445,615.2711604,0.7236,33.4832,550.2987303961534,IGANGA,0.08130717911333404,0.3460653234846789,0.298,1,False,0.18854902932675927,0.266,False,False
NAMAYINGO,Namayingo,"237,000",237000.0,NAMAYINGO,NAMAYINGO,NAMAYINGO,NAMAYINGO,NAMAYINGO,NAMAYINGO,Busoga,Namayingo District,131,48,179,23459,14516,37975,39489,20646,60135,16534,13286,29820,23114,20501,43615,114,35,149,22846,13977,36823,38237,20041,58278,22513,19926,42439,16056,12831,28887,166576,110,33,143,22578,13848,36426,37840,19717,57557,22208,19629,41837,15895,12699,28594,1399,3138,4537.0,79613,68997,148610,23245,20549,43794,587.0,244885.12,417.1807836,0.3426,33.8411,680.2209950527006,NAMAYINGO,0.008341395774696675,0.013484600113657106,0.422,1,False,0.016351728338955592,0.396,False,False
RUKUNGIRI,Rukungiri,"333,800",333800.0,RUKUNGIRI,RUKUNGIRI,RUKUNGIRI,RUKUNGIRI,RUKUNGIRI,RUKUNGIRI,Kigezi,Rukungiri District,15,5,20,8226,6970,15196,12978,9354,22332,3648,3161,6809,3991,3480,7471,10,2,12,7713,6617,14330,11561,8525,20086,3514,3033,6547,3444,2972,6416,47391,10,2,12,7494,6430,13924,11240,8340,19580,3385,2924,6309,3341,2908,6249,139,408,547.0,24867,22970,47837,4006,3485,7491,1381.0,350222.7174,253.6008091,0.7518,29.9278,135.31675030056172,RUKUNGIRI,0.6175654252601623,2.139573817426446,0.001,3,True,-0.8448745326216562,0.001,False,True
PAKWACH,Pakwach,"196,800",196800.0,NEBBI,NEBBI,PAKWACH,PAKWACH,PAKWACH,PAKWACH,West Nile,Pakwach District,47,40,87,22182,11081,33263,23289,9377,32666,12733,9599,22332,14909,14627,29536,47,39,86,22180,11072,33252,23203,9365,32568,15094,14605,29699,12715,9587,22302,117907,47,39,86,21397,10686,32083,22517,9224,31741,14780,14276,29056,12244,9252,21496,894,2172,3066.0,58251,44724,102975,14956,14667,29623,877.0,185796.111,211.8541744,2.4738,31.3999,634.6042409897374,PAKWACH,0.5455133769063824,1.6628495746171306,0.07,1,False,0.8108949656649282,0.056,False,False
RUBANDA,Rubanda,"208,500",208500.0,KABALE,KABALE,RUBANDA,RUBANDA,RUBANDA,RUBANDA,Kigezi,Rubanda District,1,0,1,159,256,415,673,1609,2282,53,42,95,64,67,131,1,0,1,149,251,400,654,1575,2229,51,53,104,47,36,83,2817,1,0,1,145,250,395,646,1548,2194,50,51,101,45,36,81,6,16,22.0,886,1974,2860,65,67,132,660.0,226928.4991,343.8310592,1.1517,29.8352,12.413601690277957,RUBANDA,0.9537112236535193,1.9694221335058193,0.001,3,True,-0.8904720284002188,0.002,False,True
LUUKA,Luuka,"267,100",267100.0,LUUKA,LUUKA,LUUKA,LUUKA,LUUKA,LUUKA,Busoga,Luuka District,73,45,118,27949,13899,41848,44769,18314,63083,20088,13877,33965,31004,25721,56725,72,41,113,26805,13264,40069,42635,17504,60139,29599,24582,54181,19215,13258,32473,186975,83,42,125,26922,13423,40345,42982,17638,60620,29967,24804,54771,19187,13342,32529,1769,4201,5970.0,92879,71856,164735,31077,25766,56843,650.0,272730.2396,419.5849839,0.7251,33.3037,685.5675420306419,LUUKA,0.2121902642115974,0.5499883126000806,0.23,1,False,0.26472593143362466,0.206,False,False
KOLE,Kole,"284,300",284300.0,KOLE,KOLE,KOLE,KOLE,KOLE,KOLE,Lango,Kole District,7,7,14,25013,10753,35766,28261,9352,37613,10993,7875,18868,14751,13519,28270,6,7,13,24806,10666,35472,27984,9263,37247,14626,13411,28037,10913,7804,18717,119486,6,7,13,24450,10441,34891,27460,9134,36594,14465,13179,27644,10723,7663,18386,2162,5047,7209.0,64274,41506,105780,14758,13526,28284,1073.0,270939.1235,252.5061728,2.3031,0.0,441.00681531879246,KOLE,0.04705964609315552,0.6409279559298615,0.205,1,False,0.3649056312603892,0.195,False,False
KALIRO,Kaliro,"288,500",288500.0,KALIRO,KALIRO,KALIRO,KALIRO,KALIRO,KALIRO,Busoga,Kaliro District,123,81,204,13510,6919,20429,26248,13948,40196,9909,6983,16892,18873,17085,35958,113,67,180,13411,6817,20228,25994,13751,39745,18638,16875,35513,9797,6909,16706,112372,110,65,175,13285,6783,20068,25824,13686,39510,18593,16789,35382,9676,6840,16516,2701,3935,6636.0,49790,45016,94806,18996,17166,36162,779.0,255125.7054,327.5041148,0.8927,33.5028,440.4573808970642,KALIRO,-0.025653959831957233,-0.5252427929164998,0.315,4,False,-0.19987345379529148,0.342,False,False
OMORO,Omoro,"196,400",196400.0,GULU,OMORO,OMORO,OMORO,OMORO,OMORO,Acholi,Omoro District,12,7,19,35135,17696,52831,32071,10305,42376,16501,12523,29024,17472,15967,33439,9,6,15,34872,17606,52478,32076,10296,42372,17346,15839,33185,16283,12434,28717,156767,9,5,14,34662,17523,52185,31508,10227,41735,17230,15705,32935,16480,12381,28861,1549,2836,4385.0,83719,56498,140217,17484,15974,33458,1483.0,178645.0953,120.4619658,2.7152,32.492,877.5331880046305,OMORO,1.3077715314029434,2.189946296870137,0.049,1,True,0.9738058582851453,0.035,True,False
RUKIGA,Rukiga,"105,400",105400.0,KABALE,KABALE,RUKIGA,RUKIGA,RUKIGA,RUKIGA,Kigezi,Rukiga District,0,0,0,135,177,312,481,625,1106,44,100,144,63,58,121,0,0,0,121,141,262,453,589,1042,58,49,107,44,48,92,1503,0,0,0,108,127,235,399,547,946,50,41,91,41,43,84,4,10,14.0,660,960,1620,63,58,121,426.0,118659.0444,278.5423578,1.1326,30.0434,12.666543941929808,RUKIGA,1.0306835826146903,1.9014430963948796,0.001,3,True,-0.9623078452799269,0.001,False,True
AMURU,Amuru,"216,800",216800.0,AMURU,AMURU,AMURU,AMURU,AMURU,AMURU,Acholi,Amuru District,33,30,63,37953,20401,58354,162960,12131,175091,17700,13944,31644,21552,20437,41989,31,29,60,37394,20262,57656,32532,11886,44418,21450,20254,41704,17640,13880,31520,175358,31,29,60,36832,22016,58848,31881,11851,43732,21180,20008,41188,17416,13709,31125,1290,2235,3525.0,218646,66943,285589,21585,20467,42052,3619.0,221144.9495,61.10664534,3.1042,32.0837,792.9550297055281,AMURU,2.5190446727134232,5.5873123717727315,0.001,1,True,2.2543011262863106,0.001,True,False
KITGUM,Kitgum,"223,600",223600.0,KITGUM,KITGUM,KITGUM,KITGUM,KITGUM,KITGUM,Acholi,Kitgum District,45,37,82,43752,26231,69983,42231,16154,58385,21341,17099,38440,25976,26443,52419,36,37,73,41818,25077,66895,38520,14457,52977,24575,24843,49418,20470,16281,36751,206114,36,36,72,39903,23980,63883,37998,13903,51901,36660,23815,60475,19592,15539,35131,1017,2040,3057.0,107369,85964,193333,26021,26480,52501,4391.0,224721.6078,51.1777745,3.3397,33.1689,917.1970689326832,KITGUM,2.1030225390475374,3.0433715815759452,0.019,1,True,1.444575551312214,0.016,True,False
KANUNGU,Kanungu,"277,300",277300.0,KANUNGU,KANUNGU,KANUNGU,KANUNGU,KANUNGU,KANUNGU,Kigezi,Kanungu District,9,10,19,12287,9808,22095,16454,10516,26970,6035,4945,10980,5106,4424,9530,7,10,17,12004,9582,21586,16017,10170,26187,4935,4289,9224,5850,4806,10656,67670,7,10,17,11890,9467,21357,15870,10059,25929,4884,4231,9115,5813,4755,10568,161,449,610.0,34785,29703,64488,5115,4434,9549,1275.0,285449.0367,223.8815974,0.8195,0.0,237.0650844799295,KANUNGU,0.42917851550494485,1.6804069086271427,0.003,3,True,-0.9603381675268393,0.005,False,True
ZOMBO,Zombo,"283,100",283100.0,ZOMBO,ZOMBO,ZOMBO,ZOMBO,ZOMBO,ZOMBO,West Nile,Zombo District,13,12,25,15694,10009,25703,17793,8929,26722,7823,6483,14306,11862,11658,23520,11,10,21,15361,9862,25223,17279,8666,25945,11876,11413,23289,7725,6488,14213,88691,11,10,21,14530,9424,23954,16571,8392,24963,10919,10805,21724,7305,6164,13469,492,905,0.0,41323,37091,78414,11875,11670,23545,939.0,281289.8136,299.5631668,2.4882,30.8499,315.3011439160057,ZOMBO,-0.21113453412769093,-1.345212764376514,0.078,2,False,0.9285159986951561,0.077,False,False
JINJA,Jinja,"515,100",515100.0,JINJA,JINJA,JINJA,JINJA,JINJA,JINJA,Busoga,Jinja District,81,65,146,21401,12114,33515,38579,18762,57341,14175,10140,24315,22527,18560,41087,72,56,128,20220,11431,31651,35705,17322,53027,21447,17568,39015,13473,9665,23138,146959,72,56,128,20072,11373,31445,35471,17225,52696,21722,17443,39165,13391,9603,22994,907,2155,3062.0,74236,59641,133877,22608,18625,41233,499.0,256664.1006,514.3569151,0.5349,33.2139,572.5732568616181,JINJA,0.13341610273385826,0.5164236625579626,0.238,1,False,0.26960702428480493,0.21,False,False
YUMBE,Yumbe,"663,600",663600.0,YUMBE,YUMBE,YUMBE,YUMBE,YUMBE,YUMBE,West Nile,Yumbe District,80,61,141,81956,51421,133377,78387,30203,108590,54359,45153,99512,74772,70076,144848,61,51,112,77993,49069,127062,73821,28523,102344,68979,68707,137686,51924,42768,94692,461896,57,38,95,77450,49220,126670,73503,28272,101775,68043,66283,134326,51584,43861,95445,2520,4706,7226.0,214782,196914,411696,74852,70137,144989,2323.0,723635.0354,311.50884,3.4698,31.2483,638.2996640629486,YUMBE,1.0967308842681818,3.3552172921801606,0.012,1,True,1.6007008258229152,0.013,True,False
BUYENDE,Buyende,"414,600",414600.0,BUYENDE,BUYENDE,BUYENDE,BUYENDE,BUYENDE,BUYENDE,Busoga,Buyende District,26,19,45,12975,6744,19719,20674,9355,30029,10324,7905,18229,21046,19368,40414,26,19,45,12973,6741,19714,20671,9330,30001,21036,19368,40404,10318,7892,18210,108374,26,19,45,12965,6738,19703,20662,9323,29985,21019,19342,40361,10309,7876,18185,1629,3322,4951.0,43999,43391,87390,21072,19387,40459,1379.0,369159.5617,267.700915,1.2414,33.1239,293.5695326458071,BUYENDE,0.008523548797680424,0.13619938737914566,0.491,3,False,-0.03167952120113093,0.487,False,False
KISORO,Kisoro,"315,400",315400.0,KISORO,KISORO,KISORO,KISORO,KISORO,KISORO,Kigezi,Kisoro District,1,5,6,1236,1403,2639,3149,3104,6253,694,660,1354,986,951,1937,0,2,2,1058,1248,2306,2381,2563,4944,652,594,1246,583,541,1124,9622,0,2,2,1000,1159,2159,23847,2445,26292,612,553,1165,549,506,1055,8,45,53.0,5080,6123,11203,987,956,1943,690.0,364929.2236,528.8829328,1.1539,29.6499,26.366756559202564,KISORO,0.8025319928872725,1.139928050357816,0.064,3,False,-0.7781319944943171,0.071,False,False
NAKAPIRIPIRIT,Nakapiripirit,"113,300",113300.0,NAKAPIRIPIRIT,NAKAPIRIPIRIT,NAKAPIRIPIRIT,NAKAPIRIPIRIT,NAKAPIRIPIRIT,NAKAPIRIPIRIT,Karamoja,Nakapiripirit District,35,25,60,6079,4496,10575,10380,7485,17865,5035,4258,9293,13258,13250,26508,9,6,15,4732,3472,8204,7217,5743,12960,11235,11341,22576,4069,3557,7626,51381,7,4,11,4891,3553,8444,7802,5916,13718,11577,11568,23145,4184,3611,7795,480,665,1145.0,21529,29514,51043,13293,13275,26568,2641.0,101656.3411,38.49160964,1.7013,34.5971,505.43821904288467,NAKAPIRIPIRIT,-0.06663858313495453,-0.5877872101153694,0.306,4,False,-0.21138362902232116,0.303,False,False
GULU,Gulu,"325,600",325600.0,GULU,GULU,GULU,GULU,GULU,GULU,Acholi,Gulu District,13,12,25,30268,15253,45521,26128,10033,36161,14354,10927,25281,14971,13530,28501,10,7,17,29371,14673,44044,24778,9457,34235,14580,13074,27654,14046,10672,24718,130668,9,5,14,28859,14364,43223,24517,9284,33801,14639,13323,27962,13791,10568,24359,1183,2039,3222.0,70763,49755,120518,14984,13542,28526,1721.0,123872.7591,71.97719876,2.955,32.4467,1054.856620207469,GULU,3.4478646533439443,3.5726476441860946,0.012,1,True,1.8829615792941437,0.013,True,False
BUKOMANSIMBI,Bukomansimbi,"156,600",156600.0,BUKOMANSIMBI,BUKOMANSIMBI,BUKOMANSIMBI,BUKOMANSIMBI,BUKOMANSIMBI,BUKOMANSIMBI,South Central,Bukomansimbi District,4,5,9,4203,3456,7659,4857,2896,7753,2907,2688,5595,2981,3001,5982,4,5,9,4180,3440,7620,4797,2879,7676,2941,2973,5914,2892,2677,5569,26788,4,4,8,4173,3442,7615,4773,2867,7640,2935,2966,5901,2891,2714,5605,102,367,469.0,11971,12046,24017,2985,3006,5991,600.0,177621.3751,296.0356251,0.1433,31.6055,150.8151819279548,BUKOMANSIMBI,0.19480556470896238,0.6848705919643936,0.252,3,False,-0.28663955653791806,0.274,False,False
DOKOLO,Dokolo,"215,500",215500.0,DOKOLO,DOKOLO,DOKOLO,DOKOLO,DOKOLO,DOKOLO,Lango,Dokolo District,14,6,20,18242,8333,26575,21276,6767,28043,9642,7277,16919,11511,10762,22273,11,4,15,17682,8211,25893,20644,6587,27231,11169,10489,21658,9432,7140,16572,91369,11,3,14,17349,8030,25379,20268,6548,26816,10880,10246,21126,9235,6972,16207,1354,2219,3573.0,49174,33145,82319,11525,10768,22293,1004.0,201970.6038,201.16594,1.9131,33.1717,452.3876162219999,DOKOLO,-0.04441623023771135,-0.7053610369826158,0.242,4,False,-0.2737301856818947,0.261,False,False
KWEEN,Kween,"109,500",109500.0,KWEEN,KWEEN,KWEEN,KWEEN,KWEEN,KWEEN,Bugisu,Kween District,3,3,6,1740,1811,3551,3499,2998,6497,701,741,1442,614,601,1215,3,3,6,1655,1754,3409,3276,2869,6145,586,558,1144,687,724,1411,12115,3,3,6,1504,1634,3138,2945,2649,5594,527,498,1025,598,645,1243,46,106,152.0,5943,6154,12097,617,604,1221,851.0,113644.2334,133.5419899,1.4126,34.5528,106.60461721236794,KWEEN,0.45754901682362226,1.4882816986022651,0.025,3,True,-0.5664186203942241,0.023,False,True
SERERE,Serere,"359,500",359500.0,SERERE,SERERE,SERERE,SERERE,SERERE,SERERE,Teso,Serere District,7,12,19,10113,5025,15138,11007,3994,15001,4681,3931,8612,3748,3639,7387,3,8,11,9409,4836,14245,9283,3570,12853,3263,3240,6503,4469,3776,8245,41857,4,8,12,12209,4603,16812,8980,3320,12300,3184,3156,6340,4310,3618,7928,477,839,1316.0,25808,16601,42409,3755,3651,7406,1495.0,327270.4649,218.9100099,1.4994,33.549,127.89727301786836,SERERE,0.2083529107513265,0.7217028522141052,0.237,3,False,-0.28100197465374027,0.255,False,False
AMURIA,Amuria,"225,000",225000.0,AMURIA,AMURIA,AMURIA,AMURIA,AMURIA,AMURIA,Teso,Amuria District,25,16,41,29332,13402,42734,28794,9516,38310,14675,10605,25280,14631,13490,28121,18,11,29,29204,13284,42488,28411,9416,37827,14521,13353,27874,14628,10543,25171,133389,16,11,27,27816,12465,40281,26605,8870,35475,13551,12556,26107,13665,9886,23551,1108,2364,3472.0,72826,47029,119855,14656,13506,28162,1383.0,221713.2959,160.3133014,2.0302,33.6428,601.6283302204972,AMURIA,0.029684934533476974,0.0475617873576336,0.409,1,False,0.05517745827802809,0.381,False,False
ADJUMANI,Adjumani,"235,900",235900.0,ADJUMANI,ADJUMANI,ADJUMANI,ADJUMANI,ADJUMANI,ADJUMANI,West Nile,Adjumani District,14,10,24,68996,51991,120987,60160,28387,88547,39961,33652,73613,44368,43281,87649,20,8,28,66330,49125,115455,56705,27383,84088,42505,42053,84558,38666,32191,70857,354986,10,7,17,63988,47276,111264,53973,26342,80315,41805,39693,81498,37330,121192,158522,1519,3234,4753.0,169131,157321,326452,44382,43291,87673,2301.0,128376.1239,55.79144888,3.2549,31.7195,2765.202665540208,ADJUMANI,12.906780083309938,4.892264609769434,0.001,1,True,2.4202874849715736,0.001,True,False
KYEGEGWA,Kyegegwa,"441,000",441000.0,KYEGEGWA,KYEGEGWA,KYEGEGWA,KYEGEGWA,KYEGEGWA,KYEGEGWA,Tooro,Kyegegwa District,42,28,70,40279,22717,62996,55701,26831,82532,17791,15061,32852,20253,19070,39323,27,16,43,26669,20492,47161,38466,24197,62663,18255,17157,35412,16374,13730,30104,175383,21,13,34,28908,21440,50348,39804,24493,64297,17319,17498,34817,16518,13793,30311,827,2070,2897.0,113813,83707,197520,20295,19098,39393,1882.0,397961.3775,211.4566299,0.4818,31.055,440.70357053681676,KYEGEGWA,-0.04683859746647345,-0.9392907013886924,0.161,4,False,-0.3637104087305569,0.164,False,False
KYENJOJO,Kyenjojo,"525,400",525400.0,KYENJOJO,KYENJOJO,KYENJOJO,KYENJOJO,KYENJOJO,KYENJOJO,Tooro,Kyenjojo District,64,59,123,13533,9665,23198,19814,12633,32447,7065,5860,12925,8483,7596,16079,56,54,110,13189,9324,22513,18939,11972,30911,8099,7338,15437,6809,5520,12329,81300,48,51,99,13094,9279,22373,18500,11788,30288,8323,7304,15627,6787,5550,12337,469,984,1453.0,40476,35813,76289,8547,7655,16202,2352.0,491549.5685,208.9921635,0.6093,30.6401,165.39532370680942,KYENJOJO,0.2103382087153934,0.7919198556866788,0.211,3,False,-0.3279771772996266,0.224,False,False
KASESE,Kasese,"793,200",793200.0,KASESE,KASESE,KASESE,KASESE,KASESE,KASESE,Tooro,Kasese District,80,60,140,32148,27492,59640,53391,35425,88816,15871,13696,29567,14750,13646,28396,43,31,74,28945,24803,53748,45526,30721,76247,12131,11550,23681,13983,12193,26176,179926,43,31,74,28826,25785,54611,45620,30754,76374,11925,11451,23376,13892,12214,26106,577,1468,2045.0,101490,90319,191809,14830,13706,28536,2795.0,786346.2565,281.3403422,0.1699,0.0,228.81268717529653,KASESE,0.20104793915943395,1.1067542987574897,0.112,3,False,-0.4296353268074046,0.112,False,False
SHEEMA,Sheema,"220,500",220500.0,SHEEMA,SHEEMA,SHEEMA,SHEEMA,SHEEMA,SHEEMA,Ankole,Sheema District,0,0,0,596,578,1174,1552,1234,2786,256,226,482,285,298,583,0,0,0,398,438,836,1059,827,1886,158,184,342,157,135,292,3356,0,0,0,376,427,803,1022,800,1822,153,178,331,155,131,286,3,24,27.0,2404,2336,4740,285,298,583,327.0,233238.5217,713.2676504,0.5515,30.3897,14.38870378503175,SHEEMA,0.9811862499756794,2.3377761023151433,0.001,3,True,-0.9205149766699283,0.002,False,True
RUBIRIZI,Rubirizi,"144,100",144100.0,RUBIRIZI,RUBIRIZI,RUBIRIZI,RUBIRIZI,RUBIRIZI,RUBIRIZI,Ankole,Rubirizi District,1,1,2,3738,3026,6764,5323,3353,8676,1871,1577,3448,1576,1479,3055,1,1,2,3664,2989,6653,5158,3273,8431,1531,1410,2941,1818,1550,3368,21395,2,1,3,3574,2902,6476,4969,3131,8100,1488,1380,2868,1762,1505,3267,70,193,263.0,10933,9436,20369,1577,1480,3057,1096.0,151338.3709,138.0824552,0.2642,30.1084,141.3719460092325,RUBIRIZI,0.397077630048746,1.4234165524082294,0.048,3,True,-0.5578706645915606,0.045,False,True
BUTALEJA,Butaleja,"300,500",300500.0,BUTALEJA,BUTALEJA,BUTALEJA,BUTALEJA,BUTALEJA,BUTALEJA,Bukedi,Butaleja District,9,5,14,5516,3419,8935,8739,3742,12481,4155,3254,7409,6033,5279,11312,9,5,14,4864,3055,7919,7496,3302,10798,5287,4511,9798,3798,2960,6758,35287,9,5,14,4915,3101,8016,7478,3269,10747,5319,4584,9903,3853,2990,6843,192,403,595.0,18419,15699,34118,6042,5284,11326,655.0,283270.0852,432.4734125,0.0,0.0,124.57016057691362,BUTALEJA,0.5305595421579301,1.7771289058403543,0.008,3,True,-0.6983448237497506,0.006,False,True
KIBAALE,Kibaale,"198,200",198200.0,KIBAALE,KIBAALE,KIBAALE,KIBAALE,KIBAALE,KIBAALE,Bunyoro,Kibaale District,19,12,31,7363,4818,12181,9728,5882,15610,3992,3171,7163,5092,4823,9915,16,10,26,6929,4554,11483,8970,5294,14264,4748,4524,9272,3723,2975,6698,41743,16,10,26,6783,4433,11216,8720,5225,13945,4690,4457,9147,3668,2920,6588,473,1631,2104.0,21102,18706,39808,5111,4835,9946,1153.0,192834.1418,167.2455696,0.8088,31.0335,216.47100254318138,KIBAALE,0.22337897102915935,1.0583887416443059,0.125,3,False,-0.4446242060351352,0.137,False,False
KIKUUBE,Kikuube,"358,700",358700.0,HOIMA,HOIMA,HOIMA,KIKUUBE,KIKUUBE,KIKUUBE,Bunyoro,Kikuube District,27,29,56,21640,13479,35119,29490,16471,45961,12880,10031,22911,19864,18548,38412,25,28,53,19841,12289,32130,26649,15109,41758,18459,17164,35623,11930,9244,21174,130738,24,26,50,19901,12304,32205,27270,15270,42540,18631,17599,36230,11965,9289,21254,1310,3439,4749.0,64037,58558,122595,19891,18577,38468,2098.0,329958.7323,157.2729896,1.2375,30.9876,396.22530699121614,KIKUUBE,-0.001715935555571386,-1.7065500870521189,0.009,4,True,-0.7237194859952636,0.016,False,True
LWENGO,Lwengo,"290,500",290500.0,LWENGO,LWENGO,LWENGO,LWENGO,LWENGO,LWENGO,South Central,Lwengo District,60,47,107,11757,8815,20572,15692,8036,23728,6291,5503,11794,6176,6169,12345,39,32,71,10610,8321,18931,11117,6585,17702,5263,4962,10225,5960,5188,11148,58077,39,33,72,10569,8309,18878,11045,6554,17599,5256,4948,10204,5928,5178,11106,207,622,829.0,33800,28570,62370,6236,6216,12452,988.0,298580.4256,302.2069085,0.4165,31.3999,194.5104066460276,LWENGO,0.2757022019541127,1.1576700156711082,0.089,3,False,-0.4889883671453804,0.106,False,False
AGAGO,Agago,"251,200",251200.0,AGAGO,AGAGO,AGAGO,AGAGO,AGAGO,AGAGO,Acholi,Agago District,46,66,112,66256,39123,105379,58935,20260,79195,31103,23984,55087,34995,32884,67879,44,64,108,65144,38505,103649,57225,19666,76891,34509,32382,66891,30715,23654,54369,301908,44,203,247,64246,38048,102294,56111,19373,75484,34253,31917,66170,30185,23291,53476,1379,2835,4214.0,156340,116317,272657,35041,32950,67991,3493.0,272582.3933,78.0367573,2.9251,0.0,1107.5843760302034,AGAGO,1.8365181845359508,2.1237104205532735,0.038,1,True,0.9390371935930345,0.032,True,False
APAC,Apac,"226,600",226600.0,APAC,APAC,APAC,APAC,APAC,APAC,Lango,Apac District,34,30,64,32019,16600,48619,33542,14560,48102,13488,10383,23871,14315,12910,27225,29,29,58,31234,16275,47509,31942,14152,46094,13985,12739,26724,13231,10153,23384,143769,28,27,55,30732,15950,46682,31334,13913,45247,13699,12491,26190,12978,9950,22928,1269,2532,3801.0,79083,54483,133566,14349,12940,27289,1783.0,206508.5175,115.8208175,1.8445,32.4014,696.1892019780735,APAC,0.15897006416145676,0.45579827632514713,0.28,1,False,0.1932796484746293,0.244,False,False
